label,type,author,title,journal,year,volume,number,pages,month,abstract,doi,issn,eissn,unique_id,researcherid_numbers,orcid_numbers,note,article_number,organization,book_group_author,booktitle,series,isbn,screened_abstracts,comments,downloaded,extractable?,potential_figures,extracted,extraction_notes
X.WOS.000249316500019,article,"Aubert, Serge and Juge, Christine and Boisson, Anne-Marie and Gout, Elisabeth and Bligny, Richard",Metabolic processes sustaining the reviviscence of lichen Xanthoria elegans (Link) in high mountain environments,PLANTA,2007,226,5,1287-1297,OCT,"To survive in high mountain environments lichens must adapt themselves to alternating periods of desiccation and hydration. Respiration and photosynthesis of the foliaceous lichen, Xanthoria elegans, in the dehydrated state were below the threshold of CO2-detection by infrared gas analysis. Following hydration, respiration totally recovered within seconds and photosynthesis within minutes. In order to identify metabolic processes that may contribute to the quick and efficient reactivation of lichen physiological processes, we analysed the metabolite profile of lichen thalli step by step during hydration/dehydration cycles, using P-31- and C-13-NMR. It appeared that the recovery of respiration was prepared during dehydration by the accumulation of a reserve of gluconate 6-P (glcn-6-P) and by the preservation of nucleotide pools, whereas glycolytic and photosynthetic intermediates like glucose 6-P and ribulose 1,5-diphosphate were absent. The large pools of polyols present in both X. elegans photo- and mycobiont are likely to contribute to the protection of cell constituents like nucleotides, proteins, and membrane lipids, and to preserve the integrity of intracellular structures during desiccation. Our data indicate that glcn-6-P accumulated due to activation of the oxidative pentose phosphate pathway, in response to a need for reducing power (NADPH) during the dehydration-triggered down-regulation of cell metabolism. On the contrary, glcn-6-P was metabolised immediately after hydration, supplying respiration with substrates during the replenishment of pools of glycolytic and photosynthetic intermediates. Finally, the high net photosynthetic activity of wet X. elegans thalli at low temperature may help this alpine lichen to take advantage of brief hydration opportunities such as ice melting, thus favouring its growth in harsh high mountain climates.",10.1007/s00425-007-0563-6,0032-0935,1432-2048,WOS:000249316500019,"Juge, Christine/I-6620-2012",NA,NA,NA,NA,NA,NA,NA,NA,selected,,y,y,figure 1,,
X.WOS.000089703600008,article,"Kappen, L",Some aspects of the great success of lichens in Antarctica,ANTARCTIC SCIENCE,2000,12,3,314-324,SEP,"The terrestrial vegetation in Antarctica is restricted to small, very isolated, ice-free areas on the continent and on the islands adjacent to the Peninsula region. Lichens, a symbiosis between a fungus and an alga or cyanobacterium, form the most prominent component in the vegetation. They have the greatest number of species compared with other cryptogamic and unicellular organisms. They are able to colonize all types of solid substrata and have a low mineral nutrient demand. Their physiological vigour is derived from high freezing tolerance and the ability to be photosynthetically activated by water vapour uptake from snow at temperatures as low as c. -20 degrees C. Long-term monitoring in their natural habitats demonstrates that lichens are photosynthetically active at suboptimal temperatures. Locally, however, they can benefit from meltwater on insolated rocks, but only for short periods in early summer. Although at this time they may be exposed to substrate temperatures of > 20 degrees C and strong light they do not suffer from photostress. If, in winter, lichens are covered and kept dark by snow with temperatures close to 0 degrees C, lichens enter a negative carbon balance. This effect may be relevant to lichens under conditions of global or regional warming.",10.1017/S0954102000000377,0954-1020,NA,WOS:000089703600008,NA,NA,"SCAR Workshop on Evolutionary Biology of Antarctic Organisms, UNIV FED PARANA, CURITIBA, BRAZIL, MAY 12-14, 1999",NA,NA,NA,NA,NA,NA,selected,morphology study of different likchens -- likely not relevant,y,y,"figure 4, 5",,
X.WOS.000325819700007,article,"Domaschke, S. and Vivas, M. and Sancho, L. G. and Printzen, C.",Ecophysiology and genetic structure of polar versus temperate populations of the lichen Cetraria aculeata,OECOLOGIA,2013,173,3,699-709,NOV,"We studied polar and temperate samples of the lichen Cetraria aculeata to investigate whether genetical differences between photobionts are correlated with physiological properties of the lichen holobiont. Net photosynthesis and dark respiration (DR) at different temperatures (from 0 to 30 A degrees C) and photon flux densities (from 0 to 1,200 mu mol m(-2) s(-1)) were studied for four populations of Cetraria aculeata. Samples were collected from maritime Antarctica, Svalbard, Germany and Spain, representing different climatic situations. Sequencing of the photobiont showed that the investigated samples fall in the polar and temperate clade described in Fernandez-Mendoza et al. (Mol Ecol 20:1208-1232, 2011). Lichens with photobionts from these clades differ in their temperature optimum for photosynthesis, maximal net photosynthesis, maximal DR and chlorophyll content. Maximal net photosynthesis was much lower in Antarctica and Svalbard than in Germany and Spain. The difference was smaller when rates were expressed by chlorophyll content. The same is true for the temperature optima of polar (11 A degrees C) and temperate (15 and 17 A degrees C) lichens. Our results indicate that lichen mycobionts may adapt or acclimate to local environmental conditions either by selecting algae from regional pools or by regulating algal cell numbers (chlorophyll content) within the thallus.",10.1007/s00442-013-2670-3,0029-8549,1432-1939,WOS:000325819700007,"SANCHO, LEOPOLDO G/G-9120-2015","SANCHO, LEOPOLDO G/0000-0002-4751-7475",NA,NA,NA,NA,NA,NA,NA,selected,morphology of lichen?,y,y,figure 1,,
X.WOS.000076746100015,article,"Green, TGA and Schroeter, B and Kappen, L and Seppelt, RD and Maseyk, K",An assessment of the relationship between chlorophyll a fluorescence and CO2 gas exchange from field measurements on a moss and lichen,PLANTA,1998,206,4,611-618,NOV,"The relationship between CO2 exchange and relative electron-transport rate through photosystem II (ETR, measured using chlorophyll a fluorescence) was determined for a moss and a green algal lichen, photobiont probably Trebouxia sp., in the field in Antarctica. Net photosynthesis (NP) and dark respiration (DR) were measured over temperatures from zero to 25 degrees C and gross photosynthesis (GP) calculated (GP = NP -t DR). The strong response of DR to temperature in these organisms resulted in substantial changes in CO2 exchange rates. The moss Bryum argenteum Hedw. showed a strong, linear relationship between GP and ETR. This was an unexpected result since mosses are C-3 plants and, in higher plants, this group normally has a curvilinear GP versus ETR relationship. It is suggested that suppression of DR in the light might be involved. The lichen, Umbilicaria aprina Nyl., had nonlinear relationships between ETR and GP that were different at each measurement temperature. In some cases the lowest ETR was at the higher CO2 exchange rates. It is suggested that these relationships are the result of strong quenching mechanisms that are inversely proportional to GP. The results support a growing impression that the relationships between ETR and CO2 exchange are complex in these organisms and different from those found fbr higher plants.",10.1007/s004250050439,0032-0935,NA,WOS:000076746100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,selected,unclear,y,y,"figure 1, 4",,
X.WOS.000316691800013,article,"Wagner, Sebastian and Zotz, Gerhard and Salazar Allen, Noris and Bader, Maaike Y.",Altitudinal changes in temperature responses of net photosynthesis and dark respiration in tropical bryophytes,ANNALS OF BOTANY,2013,111,3,455-465,MAR,"Background and Aims There is a conspicuous increase of poikilohydric organisms (mosses, liverworts and macrolichens) with altitude in the tropics. This study addresses the hypothesis that the lack of bryophytes in the lowlands is due to high-temperature effects on the carbon balance. In particular, it is tested experimentally whether temperature responses of CO2-exchange rates would lead to higher respiratory carbon losses at night, relative to potential daily gains, in lowland compared with lower montane forests. Methods Gas-exchange measurements were used to determine water-, light-, CO2- and temperature-response curves of net photosynthesis and dark respiration of 18 tropical bryophyte species from three altitudes (sea level, 500 m and 1200 m) in Panama. Key Results Optimum temperatures of net photosynthesis were closely related to mean temperatures in the habitats in which the species grew at the different altitudes. The ratio of dark respiration to net photosynthesis at mean ambient night and day temperatures did not, as expected, decrease with altitude. Water-, light- and CO2-responses varied between species but not systematically with altitude. Conclusions Drivers other than temperature-dependent metabolic rates must be more important in explaining the altitudinal gradient in bryophyte abundance. This does not discard near-zero carbon balances as a major problem for lowland species, but the main effect of temperature probably lies in increasing evaporation rates, thus restricting the time available for photosynthetic carbon gain, rather than in increasing nightly respiration rates. Since optimum temperatures for photosynthesis were so fine tuned to habitat temperatures we analysed published temperature responses of bryophyte species worldwide and found the same pattern on the large scale as we found along the tropical mountain slope we studied.",10.1093/aob/mcs267,0305-7364,1095-8290,WOS:000316691800013,"Zotz, Gerhard/Q-5365-2018 Bader, Maaike/AAG-4451-2019 Bader, Maaike/M-7998-2013","Zotz, Gerhard/0000-0002-6823-2268 Bader, Maaike/0000-0003-4300-7598 Bader, Maaike/0000-0003-4300-7598",NA,NA,NA,NA,NA,NA,NA,selected,,y,y,figure 3 ,,
X.WOS.A1997WH54700002,article,"Sundberg, B and Palmqvist, K and Esseen, PA and Renhorn, KE",Growth and vitality of epiphytic lichens .2. Modelling of carbon gain using field and laboratory data,OECOLOGIA,1997,109,1,18-Oct,JAN,"Photosynthetic and respiratory CO2 gas exchange was measured under controlled climate conditions in the laboratory in two epiphytic lichens, Lobaria pulmonaria and Platismatia glauca, with the aim of modelling their net productivity using field microclimate data. For both, the thallus water content (WC) and the light intensity had the greatest impact on photosynthesis. L. pulmonaria had optimum net photosynthesis (NP) at WCs between 75-175\% of the thallus dry weight (DW), while P. glauca required a WC of c. 85\% for maximal NP without depression at higher WCs. Both species reached light compensation of NP at 5-10 mu mol photons m(-2) s(-1) and were saturated at 100-150 mu mol photons m(-2) s(-1). Respiratory CO2 loss corresponded to 35-40\% of gross photosynthesis at. 85-100\% WC and 15 degrees C, in both species. Growth of the two species were followed in transplanted thalli during a 16-month period at two contrasting sites, a forest edge adjacent to a 15 year old clear-cut and within the interior of a mature Picea abies forest. At these sites, the microclimate parameters; light, temperature, relative humidity (RH) and thallus WC were also monitored. Judged from the microclimate data, the lichens were active for 13-19\% of the time with thallus WC monitoring, where >60\% of the active time occurred in darkness. When photosynthetically active, the edge transplants received a 2-3 times higher light dose and were active for a longer accumulated time compared to the interior transplants. The field microclimate data in conjunction with the laboratory data predicted a 4 times higher DW yield of the edge transplants compared to the interior transplants. However, the DW yield of L. pulmonaria was overestimated at the edge and underestimated for P. glauca in the interior by our model. Possible reasons for these discrepancies and the validity of using laboratory data and microclimate monitoring to predict growth rates of lichens under validity field conditions are discussed.",10.1007/s004420050052,0029-8549,NA,WOS:A1997WH54700002,"Palmqvist, Kristin/D-5589-2016 ","Palmqvist, Kristin/0000-0002-3923-1338 Renhorn, Karl-Erik/0000-0003-1855-8902 Esseen, Per-Anders/0000-0002-3128-5024",NA,NA,NA,NA,NA,NA,NA,selected,,y,y,"figure 3, maybe figure 2",,
X.WOS.A1997XR38100009,article,"Tretiach, M and Geletti, A",CO2 exchange of the endolithic lichen Verrucaria baldensis from karst habitats in northern Italy,OECOLOGIA,1997,111,4,515-522,AUG,"CO2 exchange of the endolithic lichen Verrucaria baldensis was measured in the laboratory under different conditions of water content, temperature, light, and CO2 concentration. The species had low CO2 exchange rates (maximum net photosynthesis: c. 0.45 mu mol CO2 m(-2) s(-1); maximum dark respiration: c. 0.3 mu mol CO2 m(-2) s(-1)) and a very low light compensation point (7 mu mol photons m(-2) s(-1) at 8 degrees C). The net photosynthesis/respiration quotient reached a maximum at 9-15 degrees C. Photosynthetic activity was affected only after very severe desiccation, when high resaturation respiratory rates were measured. Microclimatic data were recorded under different weather conditions in an abyss of the Trieste Karst (northeast Italy), where the species was particularly abundant. Low photosynthetically active radiation (normally below 40 mu mol photons m(-2) s(-1)), very high humidities (over 80\%), and low, constant temperatures were measured. Thallus water contents sufficient for CO2 assimilation were often measured in the absence of condensation phenomena.",10.1007/s004420050265,0029-8549,NA,WOS:A1997XR38100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,selected,,y,y,figure 2,,
X.WOS.000088348700008,article,"Reiter, R and Turk, R",Investigations on the CO2 exchange of lichens in the alpine belt. II. Comparative patterns of net Co-2 exchange in Cetraria islandica and Flavocetraria nivalis,PHYTON-ANNALES REI BOTANICAE,2000,40,1,161-177,NA,"The CO2 exchange of two fruticose alpine lichen species was compared with respect to their thallus water content, light, temperature and moisture in the field and in the laboratory. Maximum net photosynthesis in both lichens was similar in the field, but in the laboratory Cetraria islandica had higher net CO2 uptake rates than Flavocetraria nivalis. The light compensation point of Cetraria islandica was lower than those of Flavocetraria ia nivalis and increased with increasing temperature. The upper temperature compensation point was higher in Cetraria islandica than in Flavocetraria nivalis. Both lichens had similar moisture compensation point in the field and in the laboratory. The maximal and minimal thallus water content was lower in Cetraria islandica in comparison with Flavocetraria nivalis. In the field hydration is the most important factor which determines the pattern of CO2 exchange. CO2 exchange was detected during the daytime and no nocturnal respiration was recorded. Total period of NP was ca. 52\% and ca. 45\% of time the lichens were inactive. Less but still positive NP was found when the lichens were frozen respectively when air temperature was far below the freezing point.",NA,0079-2047,NA,WOS:000088348700008,NA,NA,NA,NA,NA,NA,NA,NA,NA,selected,,y,y,maybe figure 7?,,
X.WOS.A1952UM50000004,article,"SCHOLANDER, PF and FLAGG, W and WALTERS, V and IRVING, L",RESPIRATION IN SOME ARCTIC AND TROPICAL LICHENS IN RELATION TO TEMPERATURE,AMERICAN JOURNAL OF BOTANY,1952,39,10,707-713,NA,NA,10.2307/2438617,0002-9122,NA,WOS:A1952UM50000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,selected,maybe relevant,y,y,"figure 1,2,3,4,5",,
X.WOS.000181164900006,article,"Zotz, G and Schultz, S and Rottenberger, S",Are tropical lowlands a marginal habitat for macrolichens? Evidence from a field study with Parmotrema endosulphureum in Panama,FLORA,2003,198,1,71-77,NA,"There is a striking increase in the abundance of non-vascular organisms (mosses, liverworts, and macrolichens) with altitude in the tropics. The proposed mechanism behind this altitudinal gradient still awaits experimental verification. This study addresses this question using diel (= 24-h) time courses of CO2 exchange, thallus water relations, and microclimate of the foliose lichen, Parmotrema endosulphureum, under natural tropical lowland conditions. In addition, we studied the responses of lichen gas exchange to experimental manipulations of incident light, temperature and thallus water content. Similar to the results of the only other field study on CO2 exchange in lowland lichens, 24-h carbon gain was strongly limited by nocturnal CO2 loss: the cumulative dark respiration reached almost 90\% of diurnal carbon gain. Our estimates of long-term carbon gain are consistent with direct measurements of growth, and are substantially lower than those for lichens from montane sites in the tropics.",10.1078/0367-2530-00077,0367-2530,NA,WOS:000181164900006,"Zotz, Gerhard/Q-5365-2018","Zotz, Gerhard/0000-0002-6823-2268",NA,NA,NA,NA,NA,NA,NA,selected,,y,y,figure 3 ,,
X.WOS.000183576300009,article,"Coxson, DS and Coyle, M","Niche partitioning and photosynthetic response of alectorioid lichens from subalpine spruce-fir forest in north-central British Columbia, Canada: the role of canopy microclimate gradients",LICHENOLOGIST,2003,35,2,157-175,MAR,"The distribution of alectorioid lichens in subalpine spruce fir forests of north-central British Columbia is strongly influenced by vertical position within the canopy; Bryoria dominates upper canopy exposures, while Alectoria dominates lower canopy positions. The hypothesis that this height-related niche partitioning reflects differential growth responses to gradients in canopy microclimate is examined. Field measurements of canopy microclimate, taken over a 2-year period, were used in conjunction with laboratory-based measurements of net photosynthesis (NP) and dark respiration to model net assimilation (NA) response of Alectoria sarmentosa and Bryoria spp. (mixed collections of Bryoria fremontii and B. pseudofuscescens) at two different heights (15 and 4 m) within the canopy. Microclimate measurements indicate that lichen thalli are regularly hydrated from snowmelt events during the winter period (October-April), totalling 26 and 29\% of the time, respectively, for Alectoria and Bryoria, though most winter hydration exposure (c. 75\%) occurred in the dark. In the summer (May-September), rainfall was the major hydration source, with Alectoria and Bryoria each hydrated c. 16\% of the time (45\% of this in the dark). The NP temperature optimum (T-opt) in light saturated thalli of Alectoria was 18.1 and 22.9degreesC, for winter and summer measurements, respectively. In Bryoria the corresponding seasonal rise in T-opt was smaller, from 15.9 to 16.3degreesC. Both species showed an increase in maximum rates of NP during the summer period, from 1.52 to 1.92 mg CO2 g(-1) h(-1) for Alectoria, and from 1.79 to 2.33 mg CO2 g(-1) h(-1) for Bryoria. Although lichen hydration events peaked in early winter (October and November), NA modelling predicts that maximum growth should occur during the summer period. In Alectoria, higher rates of NA were predicted for thalli in lower canopy positions, especially during the summer months. In Bryoria, no clear trends of NA uptake with canopy position were observed. Thus, while NP response to gradients of canopy microclimate may provide a basis for niche partitioning in Alectoria, other factors (perhaps exclusionary) may be more important for Bryoria. One such factor is documented, namely the greater sensitivity of Bryoria to extended hydration exposure and we speculate that greater rates of fragmentation in upper canopy exposures may limit upper canopy biomass accumulation in Alectoria. Niche partitioning in these alectorioid lichens may therefore reflect both positive (growth responses) and negative (physical and physiological limitations) responses to gradients in canopy microclimate. (C) 2003 The British Lichen Society. Published by Elsevier Science Ltd. All rights reserved.",10.1016/S0024-2829(03)00018-5,0024-2829,NA,WOS:000183576300009,NA,NA,NA,NA,NA,NA,NA,NA,NA,selected,,y,y,"maybe table 1, not sure if its not raw data",,
X.WOS.A1996WE87400005,article,"Insarov, G and Insarova, I",Assessment of lichen sensitivity to climate change,ISRAEL JOURNAL OF PLANT SCIENCES,1996,44,4,309-334,NA,"Experimental data on net photosynthetic rate change of lichens in response to temperature and water stress were collected and standardized. The method of nonuniform hierarchical structured data interpolation was applied to assess lichen sensitivity to climatic stress for species and territories where sensitivity has not been measured in a laboratory. The alternative method of lichen sensitivity to climatic stress assessment is the analysis of species ranges, abundance, and occurrence. This approach is especially effective for areas with a manifest climatic gradient and where multiple floristic zone boundaries occur. Assessments of sensitivity of the Negev Desert lichens to long-term temperature increase were obtained using the second approach.",10.1080/07929978.1996.10676654,0792-9978,NA,WOS:A1996WE87400005,"Insarov, Gregory/AAG-6021-2021","Insarov, Gregory/0000-0003-0790-075X",NA,NA,NA,NA,NA,NA,NA,selected,,y,y,"figure 1, and potentially all tables ",,
X.WOS.000087656400009,article,"Lange, OL and Budel, B and Meyer, A and Zellner, H and Zotz, G",Lichen carbon gain under tropical conditions: water relations and CO2 exchange of three Leptogium species of a lower montane rainforest in Panama,FLORA,2000,195,2,172-190,APR,"Diel time courses of microclimate, hydration, and CO2 exchange of Leptogium azureum, L. cyanescens, and L. phyllocarpum (homoiomerous cyanolichens) were measured under quasi-natural conditions at a forest edge of a lower montane, tropical rain-forest (Panama). In addition, responses to experimentally controlled water content (WC), photosynthetic photon flux density (PPFD), and temperature were studied for L. phyllocarpum. Performance of the Leptogium species was compared with two other, but heteromerous, cyanolichens from the same site and treated in earlier publications (Dictyonema glabratum, Sticta tomentosa). Net photosynthesis (NP) of L. phyllocarpum was adapted to high temperatures with an upper temperature compensation point well above 40 degrees C. The light saturation of NP was highly dependent on WC and occurred at PPFD levels between 100 and 600 mu mol m(-2)s(-1). Light compensation point was about 20 mu mol m(-2)s(-1) and increased with decreasing WC. All three Leptogium species suffered from a strong depression of NP at suprasaturating WC, which reduced CO2 assimilation by 55 to more than 80\%, compared to the maximum. Natural NP was controlled by the interplay of thallus hydration and radiation. In contrast to the heteromerous species, high water holding capacity of the gelatinous lichens, especially of L. phyllocarpum, shortened the periods of inactivity through desiccation, thus essentially extending the daily time span for photosynthetic activity. However, high WC reduced the rates of CO2 fixation. A rough estimate for L. azureum reveals that net photosynthetic carbon gain would be increased by about one third in the absence of suprasaturation depression. In spite of these limitations, average daily net photosynthetic carbon gain of mature thalli of all three Leptogium species was relatively high [}between 6.2 and 9 mgC (gC)(-1)d(-1), as related to thallus carbon content]. However, a very large portion of assimilated carbon - on average 60 to 90\% - was lost again through nocturnal respiration which was stimulated by high night temperatures of the continuously moist thalli. The resulting diel carbon balance amounted from 0.6 to 3.6 mgC (gC)(-1)d(-1) Abundance of Leptogium species and of other macrolichens was high in the lower montana forest, it was low in warmer lowland rainforests of the same area. Based upon a literature review for lichens under different climate conditions the existing hypothesis is discussed to what extend this phenomenon might be explained through negative carbon balances due to temperature-induced increases in nocturnal respiration.",NA,0367-2530,NA,WOS:000087656400009,"Zotz, Gerhard/Q-5365-2018","Zotz, Gerhard/0000-0002-6823-2268",NA,NA,NA,NA,NA,NA,NA,selected,maybe relevant?,y,y,figure 7 ,,
